,decyear,east(m),north(m),up(m)
606,2021.7057,0.712056,0.957757,0.00267
607,2021.7084,0.713279,0.958575,0.003226
608,2021.7112,0.713394,0.958595,0.002886
609,2021.7139,0.710876,0.95907,0.002454
610,2021.7166,0.710346,0.95889,-0.003199
611,2021.7194,0.711313,0.959317,0.003939
612,2021.7221,0.711071,0.959022,-0.002353
613,2021.7248,0.71146,0.958107,-0.00526
614,2021.7276,0.709722,0.957283,0.000572
615,2021.7303,0.710074,0.95824,0.002756
616,2021.7331,0.711358,0.958387,0.001518
617,2021.7358,0.70809,0.957553,-0.000655
618,2021.7385,0.70881,0.957173,-0.002851
619,2021.7413,0.708167,0.956736,-0.002956
620,2021.744,0.707574,0.956327,0.00309
621,2021.7467,0.707795,0.958072,-0.000466
622,2021.7495,0.707576,0.958078,0.001856
623,2021.7522,0.707002,0.957771,0.000565
624,2021.755,0.706722,0.958564,-0.002806
625,2021.7577,0.706827,0.958289,0.00066
626,2021.7604,0.707397,0.956299,0.001391
627,2021.7632,0.705872,0.958201,0.004885
628,2021.7659,0.708084,0.95919,-0.000697
629,2021.7687,0.708795,0.956248,-0.00288
630,2021.7714,0.706958,0.95846,-0.004174
631,2021.7741,0.707211,0.958573,-0.001732
632,2021.7769,0.705248,0.956808,0.00422
633,2021.7796,0.70728,0.957664,0.006909
634,2021.7823,0.706245,0.958475,0.002848
635,2021.7878,0.707904,0.958532,0.000452
636,2021.7906,0.706132,0.958172,-0.000133
637,2021.7933,0.707823,0.956968,0.003398
638,2021.796,0.705278,0.957429,0.005625
639,2021.7988,0.706817,0.957673,-0.001234
640,2021.8015,0.70806,0.956271,0.004965
641,2021.8042,0.708675,0.956569,0.000215
642,2021.807,0.70614,0.956978,0.002774
643,2021.8097,0.704432,0.955845,0.001527
644,2021.8125,0.70538,0.954526,0.003189
645,2021.8152,0.705356,0.956806,0.004737
646,2021.8179,0.70688,0.956831,0.003594
647,2021.8207,0.706512,0.957515,0.004183
648,2021.8234,0.705735,0.958565,0.00368
649,2021.8261,0.706256,0.958037,0.003256
650,2021.8289,0.705459,0.956102,0.004747
651,2021.8316,0.706297,0.957879,0.006039
652,2021.8344,0.707887,0.957902,0.004518
653,2021.8371,0.707256,0.956595,0.005225
654,2021.8398,0.706747,0.95845,0.003923
655,2021.8426,0.705586,0.956989,0.004695
656,2021.8453,0.706512,0.95634,0.009695
657,2021.848,0.706117,0.956116,0.009553
658,2021.8508,0.70718,0.956534,0.009484
659,2021.8535,0.706483,0.957868,0.012617
660,2021.8563,0.706128,0.957381,0.008527
661,2021.859,0.705866,0.959046,0.005767
662,2021.8617,0.705969,0.956835,0.005532
663,2021.8645,0.70619,0.958342,0.006022
664,2021.8672,0.705479,0.958004,0.006768
665,2021.87,0.704493,0.958483,0.008729
666,2021.8727,0.704265,0.956937,0.007899
667,2021.8754,0.705044,0.957465,0.012013
668,2021.8782,0.704978,0.957963,0.016133
669,2021.8809,0.705073,0.958488,0.009248
670,2021.8836,0.704575,0.958888,0.015734
671,2021.8864,0.704932,0.95751,0.009416
672,2021.8891,0.7057,0.957907,0.009201
673,2021.8919,0.70605,0.957191,0.011268
674,2021.8946,0.706473,0.957603,0.013814
675,2021.8973,0.703733,0.956665,0.011927
676,2021.9001,0.706041,0.957689,0.007698
677,2021.9028,0.704993,0.957574,0.010977
678,2021.9055,0.704237,0.958774,0.008851
679,2021.9083,0.703527,0.957501,0.008628
680,2021.911,0.704233,0.961025,0.012539
681,2021.9138,0.703305,0.957764,0.014068
682,2021.9165,0.704457,0.95726,0.015404
683,2021.9192,0.704915,0.957672,0.009548
684,2021.922,0.702965,0.958559,0.013093
685,2021.9247,0.703359,0.958506,0.011363
686,2021.9274,0.702977,0.958678,0.015176
687,2021.9302,0.702625,0.957663,0.010916
688,2021.9329,0.702741,0.956234,0.017789
689,2021.9357,0.704564,0.956933,0.015279
690,2021.9384,0.704931,0.957546,0.015005
691,2021.9411,0.703362,0.957329,0.014295
692,2021.9439,0.703952,0.957364,0.013912
693,2021.9466,0.702163,0.956307,0.013758
694,2021.9493,0.705699,0.956073,0.022734
695,2021.9521,0.703336,0.958296,0.01511
696,2021.9548,0.703906,0.958775,0.012348
697,2021.9576,0.704651,0.957867,0.012051
698,2021.9603,0.704704,0.957897,0.010331
699,2021.963,0.706178,0.958349,0.011879
700,2021.9658,0.704878,0.957762,0.016223
701,2021.9685,0.702325,0.959065,0.012934
702,2021.9713,0.702636,0.958279,0.015808
703,2021.974,0.705047,0.957814,0.015833
704,2021.9767,0.704231,0.957278,0.020435
705,2021.9795,0.704066,0.958757,0.023724
706,2021.9822,0.703435,0.959279,0.01797
707,2021.9849,0.702604,0.959976,0.013579
708,2021.9877,0.703565,0.960145,0.013813
709,2021.9904,0.703977,0.960052,0.01746
710,2021.9932,0.704209,0.959249,0.021044
711,2021.9959,0.702158,0.959185,0.015656
712,2021.9986,0.703203,0.959865,0.015209
713,2022.0014,0.703353,0.962042,0.011757
714,2022.0041,0.705705,0.960441,0.013623
715,2022.0068,0.706566,0.960355,0.010437
716,2022.0096,0.703866,0.958981,0.011032
717,2022.0123,0.703637,0.959077,0.012098
718,2022.0151,0.704589,0.960343,0.015152
719,2022.0178,0.704152,0.959076,0.018397
720,2022.0205,0.703264,0.959994,0.017382
721,2022.0233,0.704539,0.960831,0.011234
722,2022.026,0.704241,0.959815,0.009789
723,2022.0287,0.703969,0.959962,0.0079
724,2022.0315,0.703699,0.961204,0.009493
725,2022.0342,0.705414,0.960971,0.009286
726,2022.037,0.704539,0.960606,0.014545
727,2022.0397,0.702987,0.959637,0.018695
728,2022.0424,0.704193,0.959867,0.016008
729,2022.0452,0.701945,0.961988,0.012851
730,2022.0479,0.700896,0.96315,0.011276
731,2022.0507,0.702331,0.9621,0.007486
732,2022.0534,0.704841,0.961278,0.013056
733,2022.0561,0.702611,0.96161,0.010213
734,2022.0589,0.702052,0.96309,0.007203
735,2022.0616,0.702216,0.962485,0.012624
736,2022.0643,0.703248,0.962344,0.014152
737,2022.0671,0.701844,0.960958,0.015113
738,2022.0698,0.702912,0.960862,0.016575
739,2022.0726,0.702486,0.963099,0.013972
740,2022.0753,0.701489,0.962373,0.008949
741,2022.078,0.702061,0.961304,0.016026
742,2022.0808,0.700629,0.961877,0.014977
743,2022.0835,0.701575,0.961705,0.01566
744,2022.0862,0.701824,0.962214,0.0145
745,2022.089,0.702066,0.962921,0.012165
746,2022.0917,0.701246,0.962457,0.01202
747,2022.0945,0.70184,0.96235,0.010316
748,2022.0972,0.700761,0.962185,0.007347
749,2022.0999,0.701345,0.963187,0.009852
750,2022.1027,0.700768,0.962264,0.007566
751,2022.1054,0.701794,0.961832,0.006199
752,2022.1081,0.701653,0.962353,0.009678
753,2022.1109,0.701466,0.961765,0.009229
754,2022.1136,0.700829,0.962481,0.008053
755,2022.1164,0.703624,0.962606,0.007352
756,2022.1191,0.703751,0.962893,0.005043
757,2022.1218,0.704058,0.961954,0.006596
758,2022.1246,0.701296,0.962431,0.010628
759,2022.1273,0.703083,0.963221,0.015801
760,2022.13,0.703707,0.963799,0.011119
761,2022.1328,0.702682,0.962773,0.009922
762,2022.1355,0.703948,0.965362,0.009824
763,2022.1383,0.703928,0.964508,0.01315
764,2022.141,0.703044,0.964095,0.0124
765,2022.1437,0.705485,0.964646,0.010462
766,2022.1465,0.705098,0.965283,0.00938
767,2022.1492,0.705017,0.964497,0.007207
768,2022.152,0.705728,0.965374,0.006601
769,2022.1547,0.704446,0.964978,0.002144
770,2022.1574,0.704808,0.964891,0.00486
771,2022.1602,0.704344,0.967094,0.002261
772,2022.1629,0.704711,0.965883,0.004709
773,2022.1656,0.70478,0.965709,0.005656
774,2022.1684,0.703593,0.96446,0.004201
775,2022.1711,0.702122,0.964312,0.009801
776,2022.1739,0.69941,0.966058,0.00503
777,2022.1766,0.699987,0.966619,-0.000503
778,2022.1793,0.699573,0.966491,-0.000668
779,2022.1821,0.698968,0.966465,-0.002117
780,2022.1848,0.699577,0.965354,0.003781
781,2022.1875,0.699658,0.965776,0.003389
782,2022.1903,0.701207,0.966774,-0.002292
783,2022.193,0.700935,0.9648,0.000475
784,2022.1958,0.69951,0.965463,0.001747
785,2022.1985,0.702004,0.965074,-0.000452
786,2022.2012,0.701246,0.964873,0.005003
787,2022.204,0.697937,0.96627,-0.001381
788,2022.2067,0.699795,0.964591,0.002903
789,2022.2094,0.700926,0.96615,0.003906
790,2022.2122,0.700602,0.964381,0.004741
791,2022.2149,0.700282,0.965073,0.004123
792,2022.2177,0.70021,0.966103,0.001408
793,2022.2204,0.701064,0.966144,-0.000822
794,2022.2231,0.700828,0.966208,-0.002099
795,2022.2259,0.700696,0.966969,-0.001297
796,2022.2286,0.700308,0.965735,-0.001163
797,2022.2313,0.700199,0.966326,-0.005437
798,2022.2341,0.700629,0.966287,-0.002654
799,2022.2368,0.700275,0.96643,-0.001668
800,2022.2396,0.70128,0.966007,-0.008308
801,2022.2423,0.699501,0.966856,-0.002653
802,2022.245,0.700048,0.964372,-0.008163
803,2022.2478,0.700279,0.965763,-0.00232
804,2022.2505,0.701901,0.966148,-0.007193
805,2022.2533,0.702022,0.966434,-0.009139
806,2022.256,0.701027,0.963749,-0.002948
807,2022.2587,0.700225,0.965531,-0.004827
808,2022.2615,0.698857,0.9663,-0.011287
809,2022.2642,0.700766,0.965305,-0.012146
810,2022.2669,0.700934,0.966248,-0.011789
811,2022.2697,0.701331,0.966766,-0.010767
812,2022.2724,0.699857,0.966352,-0.008601
813,2022.2779,0.698741,0.968625,-0.012045
814,2022.2806,0.700484,0.967335,-0.016464
815,2022.2834,0.701206,0.966998,-0.01394
816,2022.2861,0.700934,0.966411,-0.016413
817,2022.2888,0.703305,0.965964,-0.017523
818,2022.2916,0.703326,0.967468,-0.019593
819,2022.2943,0.703023,0.965724,-0.021785
820,2022.2971,0.70152,0.964626,-0.019442
821,2022.2998,0.700977,0.964314,-0.017887
822,2022.3025,0.701438,0.965917,-0.020411
823,2022.3053,0.701529,0.966403,-0.021106
824,2022.3107,0.70068,0.96674,-0.023143
825,2022.3135,0.700633,0.966091,-0.02547
826,2022.3162,0.701351,0.965036,-0.021298
827,2022.319,0.699338,0.966417,-0.023263
828,2022.3217,0.698114,0.966201,-0.019298
829,2022.3244,0.696598,0.96907,-0.023632
830,2022.3272,0.698169,0.966797,-0.021989
831,2022.3299,0.698315,0.968164,-0.018811
832,2022.3326,0.700037,0.967769,-0.020101
833,2022.3354,0.698433,0.967678,-0.024824
834,2022.3381,0.69834,0.965979,-0.024715
835,2022.3409,0.697224,0.966035,-0.031155
836,2022.3436,0.69515,0.966362,-0.025057
837,2022.3463,0.694757,0.96759,-0.028955
838,2022.3491,0.697057,0.968007,-0.020078
839,2022.3518,0.696065,0.967342,-0.019327
840,2022.3546,0.694831,0.969386,-0.023099
841,2022.3573,0.693579,0.968697,-0.028267
842,2022.36,0.693916,0.967824,-0.029795
843,2022.3628,0.694757,0.968442,-0.028318
844,2022.3655,0.693305,0.968086,-0.027007
845,2022.3682,0.693385,0.969564,-0.029625
846,2022.3737,0.692537,0.971468,-0.030489
847,2022.3765,0.694028,0.970069,-0.03382
848,2022.3792,0.694658,0.968927,-0.034058
849,2022.3819,0.694973,0.970285,-0.027118
850,2022.3847,0.696144,0.971636,-0.033079
851,2022.3874,0.69647,0.970983,-0.034315
852,2022.3929,0.695182,0.970441,-0.034166
853,2022.3956,0.694912,0.971706,-0.036455
854,2022.3984,0.694638,0.970299,-0.034479
855,2022.4011,0.693936,0.969493,-0.036843
856,2022.4038,0.69505,0.970092,-0.038434
857,2022.4066,0.695958,0.969556,-0.039535
858,2022.4093,0.69601,0.970899,-0.038024
859,2022.412,0.696603,0.969896,-0.039998
860,2022.4148,0.695939,0.970022,-0.040148
861,2022.4175,0.69673,0.969442,-0.043406
862,2022.4203,0.697251,0.969633,-0.040617
863,2022.423,0.696554,0.970273,-0.042653
864,2022.4257,0.695675,0.968313,-0.044227
865,2022.4285,0.695656,0.970221,-0.046395
866,2022.4312,0.695843,0.969122,-0.050953
867,2022.4339,0.696817,0.969846,-0.050072
868,2022.4367,0.695733,0.969951,-0.050435
869,2022.4394,0.696935,0.969364,-0.051031
870,2022.4422,0.6973,0.971508,-0.052028
871,2022.4449,0.695952,0.969949,-0.052735
872,2022.4476,0.694388,0.970725,-0.05291
873,2022.4504,0.694224,0.970657,-0.057445
874,2022.4531,0.69379,0.969727,-0.05346
875,2022.4559,0.694754,0.970603,-0.055295
876,2022.4586,0.69335,0.97195,-0.056633
877,2022.4613,0.694769,0.971162,-0.057244
878,2022.4641,0.695969,0.969278,-0.061297
879,2022.4668,0.695299,0.970242,-0.058508
880,2022.4695,0.696135,0.97001,-0.061823
881,2022.4723,0.695555,0.972215,-0.060751
882,2022.475,0.694534,0.970542,-0.060891
883,2022.4778,0.695016,0.971389,-0.063951
884,2022.4805,0.694354,0.970156,-0.06422
885,2022.4832,0.695036,0.969568,-0.069075
886,2022.486,0.696303,0.969111,-0.072366
887,2022.4887,0.698993,0.968837,-0.072323
888,2022.4914,0.699068,0.969352,-0.07104
889,2022.4942,0.695313,0.96924,-0.069087
890,2022.4969,0.69504,0.968141,-0.067227
891,2022.4997,0.696591,0.96963,-0.066804
892,2022.5024,0.697018,0.972109,-0.069294
893,2022.5051,0.696569,0.970676,-0.069038
894,2022.5079,0.696172,0.970938,-0.073039
895,2022.5106,0.696575,0.970256,-0.074439
896,2022.5133,0.697683,0.969673,-0.073342
897,2022.5161,0.697033,0.970009,-0.073983
898,2022.5188,0.69868,0.969981,-0.081879
899,2022.5216,0.69949,0.969424,-0.079283
900,2022.5243,0.697013,0.968236,-0.078728
901,2022.527,0.696688,0.967384,-0.082366
902,2022.5298,0.697561,0.968484,-0.079891
903,2022.5325,0.697944,0.96907,-0.081945
904,2022.5352,0.697633,0.969186,-0.087178
905,2022.538,0.697973,0.968155,-0.085779
906,2022.5407,0.698385,0.968423,-0.080985
907,2022.5435,0.699319,0.968657,-0.082739
908,2022.5462,0.697824,0.967196,-0.09063
909,2022.5489,0.699672,0.968294,-0.086017
910,2022.5517,0.698847,0.96703,-0.090061
911,2022.5544,0.699202,0.966601,-0.089612
912,2022.5681,0.698994,0.968326,-0.097332
913,2022.5708,0.697473,0.968109,-0.101135
914,2022.5736,0.699532,0.967254,-0.102441
915,2022.5763,0.700593,0.968933,-0.10667
916,2022.5791,0.700448,0.966423,-0.110817
917,2022.5818,0.700967,0.968407,-0.104539
918,2022.5845,0.699555,0.967824,-0.106131
919,2022.5873,0.700359,0.969186,-0.103504
920,2022.59,0.699825,0.968843,-0.108625
921,2022.5927,0.698831,0.969177,-0.106781
922,2022.5955,0.701365,0.968965,-0.111658
923,2022.5982,0.699955,0.968371,-0.110856
924,2022.601,0.700971,0.968253,-0.117977
925,2022.6092,0.699372,0.968021,-0.117426
926,2022.6119,0.699615,0.967897,-0.12392
927,2022.6146,0.700182,0.967679,-0.118834
928,2022.6174,0.699221,0.96697,-0.123706
929,2022.6201,0.699835,0.96758,-0.123676
930,2022.6229,0.698297,0.966464,-0.124514
931,2022.6256,0.699747,0.967263,-0.131265
932,2022.6283,0.70144,0.966967,-0.124758
933,2022.6311,0.700535,0.965203,-0.126464
934,2022.6338,0.701263,0.96886,-0.127511
935,2022.6366,0.700869,0.968605,-0.130797
936,2022.6393,0.701241,0.967885,-0.126659
937,2022.642,0.702847,0.966589,-0.12834
938,2022.6448,0.701791,0.967269,-0.129064
939,2022.6475,0.701161,0.966322,-0.127662
940,2022.6502,0.703004,0.967114,-0.12869
941,2022.653,0.70108,0.966525,-0.127185
942,2022.6557,0.701268,0.967203,-0.128302
943,2022.6585,0.704065,0.9686,-0.127367
944,2022.6612,0.701387,0.967214,-0.135106
945,2022.6639,0.703212,0.968927,-0.133702
946,2022.6667,0.702124,0.966247,-0.13317
947,2022.6694,0.701226,0.965261,-0.132667
948,2022.6721,0.70188,0.966091,-0.134747
949,2022.6749,0.70151,0.966715,-0.134164
950,2022.6776,0.700524,0.965457,-0.136398
951,2022.6804,0.700813,0.966444,-0.140468
952,2022.6858,0.698741,0.963991,-0.140165
953,2022.6886,0.699269,0.963541,-0.137371
954,2022.6913,0.70062,0.965082,-0.131494
955,2022.694,0.698557,0.966693,-0.13155
956,2022.6968,0.700291,0.965172,-0.13779
957,2022.6995,0.699111,0.965472,-0.135369
958,2022.7023,0.699294,0.966039,-0.133891
959,2022.705,0.699693,0.965953,-0.142546
960,2022.7077,0.698287,0.965946,-0.134908
961,2022.7105,0.698663,0.964587,-0.136573
962,2022.7132,0.699567,0.965087,-0.134669
963,2022.7159,0.70073,0.964481,-0.137672
964,2022.7187,0.69866,0.967072,-0.134437
965,2022.7214,0.69651,0.965078,-0.134297
966,2022.7242,0.69669,0.966744,-0.137369
967,2022.7269,0.696703,0.966134,-0.134847
968,2022.7296,0.696957,0.966219,-0.140432
969,2022.7324,0.696531,0.967524,-0.135366
970,2022.7351,0.696545,0.965215,-0.135058
971,2022.7379,0.696494,0.965282,-0.136308
972,2022.7406,0.695473,0.966542,-0.13793
973,2022.7461,0.695961,0.967709,-0.133488
974,2022.7488,0.696565,0.96633,-0.133605
975,2022.7515,0.694858,0.967221,-0.134921
976,2022.7543,0.694923,0.96623,-0.135215
977,2022.757,0.694871,0.967838,-0.136742
978,2022.7598,0.696032,0.968576,-0.138662
979,2022.7625,0.695667,0.966803,-0.13705
980,2022.7652,0.694598,0.965947,-0.137648
981,2022.768,0.695657,0.967061,-0.13871
982,2022.7707,0.694397,0.966892,-0.135018
983,2022.7734,0.695097,0.964833,-0.133507
984,2022.7762,0.696168,0.966383,-0.136789
985,2022.7789,0.694165,0.965441,-0.13714
986,2022.7817,0.695228,0.967079,-0.133354
987,2022.7844,0.693346,0.967553,-0.132562
988,2022.7871,0.693231,0.967322,-0.128707
989,2022.7899,0.695188,0.967091,-0.135741
990,2022.7926,0.695697,0.966408,-0.137246
991,2022.7953,0.695735,0.966135,-0.137502
992,2022.7981,0.693796,0.966408,-0.137861
993,2022.8008,0.693329,0.96583,-0.132905
994,2022.8036,0.692786,0.966187,-0.13459
995,2022.8063,0.691437,0.964442,-0.132083
996,2022.809,0.692351,0.966704,-0.134127
997,2022.8118,0.691912,0.967811,-0.139271
998,2022.8145,0.693118,0.966492,-0.137668
999,2022.8172,0.692328,0.967272,-0.134359
1000,2022.82,0.691942,0.968382,-0.135143
1001,2022.8227,0.691581,0.96761,-0.131512
1002,2022.8255,0.69258,0.969196,-0.13628
1003,2022.8282,0.692767,0.967733,-0.131335
1004,2022.8309,0.691902,0.966497,-0.134298
1005,2022.8337,0.694181,0.964968,-0.129397
1006,2022.8364,0.690915,0.9654,-0.132022
1007,2022.8775,0.692854,0.968487,-0.135837
1008,2022.8802,0.693062,0.970312,-0.134087
1009,2022.883,0.692945,0.969124,-0.128441
1010,2022.8857,0.694055,0.968126,-0.13299
1011,2022.8884,0.69615,0.967616,-0.130777
1012,2022.8912,0.692895,0.967901,-0.134461
1013,2022.8939,0.691709,0.967086,-0.130438
1014,2022.8966,0.693018,0.968418,-0.135375
1015,2022.8994,0.694648,0.967594,-0.129216
1016,2022.9021,0.692917,0.968253,-0.126663
1017,2022.9049,0.692831,0.967058,-0.125917
1018,2022.9076,0.692775,0.967135,-0.123281
1019,2022.9103,0.693144,0.968203,-0.124803
1020,2022.9131,0.693323,0.96739,-0.123206
1021,2022.9158,0.694033,0.966348,-0.119834
1022,2022.9185,0.691505,0.966562,-0.126381
1023,2022.9322,0.691191,0.966522,-0.123372
1024,2022.935,0.693328,0.967119,-0.129175
1025,2022.9377,0.693475,0.967006,-0.126199
1026,2022.9405,0.691809,0.968436,-0.121607
1027,2022.9432,0.690265,0.965343,-0.128235
1028,2022.9459,0.691717,0.967609,-0.124562
1029,2022.9487,0.691062,0.967669,-0.125365
1030,2022.9514,0.690582,0.970202,-0.124591
1031,2022.9541,0.692367,0.968824,-0.127056
1032,2022.9569,0.694076,0.968754,-0.130486
1033,2022.9596,0.691434,0.968517,-0.127196
1034,2022.9624,0.691482,0.967762,-0.122041
1035,2022.9651,0.692949,0.969036,-0.122528
1036,2022.9678,0.694426,0.970521,-0.129929
1037,2022.9706,0.694357,0.970218,-0.127635
1038,2022.9733,0.693554,0.96849,-0.126951
1039,2022.976,0.691897,0.968573,-0.125809
1040,2022.9788,0.692344,0.967943,-0.127203
1041,2022.9815,0.692494,0.967981,-0.125934
1042,2022.9843,0.692692,0.969041,-0.129605
1043,2022.987,0.692587,0.966802,-0.122788
1044,2022.9897,0.689561,0.967124,-0.127116
1045,2022.9925,0.689466,0.967582,-0.121943
1046,2022.9952,0.690507,0.966845,-0.119687
1047,2022.9979,0.689741,0.968971,-0.120051
1048,2023.0007,0.69083,0.969582,-0.122176
1049,2023.0034,0.690704,0.969628,-0.1273
1050,2023.0062,0.690638,0.970458,-0.12485
1051,2023.0089,0.690466,0.969869,-0.119097
1052,2023.0116,0.69194,0.970211,-0.127147
1053,2023.0144,0.690547,0.970941,-0.127334
1054,2023.0171,0.692163,0.970024,-0.130087
1055,2023.0198,0.690854,0.971449,-0.126016
1056,2023.0226,0.690393,0.971942,-0.130458
1057,2023.0253,0.692404,0.969074,-0.125505
1058,2023.0281,0.689072,0.969861,-0.124875
1059,2023.0308,0.691657,0.970745,-0.135704
1060,2023.0363,0.691109,0.969753,-0.133998
1061,2023.039,0.688984,0.970625,-0.126846
1062,2023.0418,0.69089,0.968633,-0.122621
1063,2023.0445,0.689656,0.97056,-0.13241
1064,2023.0472,0.689583,0.97111,-0.13549
1065,2023.05,0.690335,0.97096,-0.13285
1066,2023.0527,0.690653,0.972483,-0.137148
1067,2023.0554,0.68956,0.972092,-0.139279
1068,2023.0582,0.68942,0.971567,-0.13629
1069,2023.0609,0.688627,0.972655,-0.131459
1070,2023.0637,0.689816,0.973974,-0.138318
1071,2023.0664,0.69066,0.973921,-0.138815
1072,2023.0691,0.690599,0.974446,-0.137121
1073,2023.0719,0.689981,0.974601,-0.139251
1074,2023.0746,0.690417,0.97445,-0.134786
1075,2023.0773,0.68945,0.973202,-0.141446
1076,2023.0801,0.688777,0.974483,-0.134811
1077,2023.0828,0.69088,0.973514,-0.135963
1078,2023.0856,0.690351,0.97471,-0.136398
1079,2023.0883,0.689304,0.97393,-0.136285
1080,2023.091,0.691565,0.974187,-0.139046
1081,2023.0938,0.688359,0.974032,-0.140216
1082,2023.0965,0.689801,0.973351,-0.130448
1083,2023.0992,0.688664,0.973809,-0.134944
1084,2023.102,0.688575,0.973204,-0.137367
1085,2023.1047,0.688833,0.976069,-0.143334
1086,2023.1075,0.689324,0.974591,-0.145449
1087,2023.1102,0.689367,0.975048,-0.139499
1088,2023.1129,0.689824,0.975118,-0.137807
1089,2023.1157,0.687977,0.973675,-0.12691
1090,2023.1184,0.688358,0.973236,-0.136863
1091,2023.1211,0.686823,0.973987,-0.128226
1092,2023.1239,0.687479,0.973988,-0.14029
1093,2023.1266,0.688139,0.975904,-0.138952
1094,2023.1294,0.688715,0.976155,-0.133871
1095,2023.1321,0.688482,0.973751,-0.134168
1096,2023.1431,0.686371,0.974368,-0.12719
1097,2023.1595,0.687072,0.974263,-0.14004
1098,2023.1622,0.687946,0.973807,-0.140107
1099,2023.165,0.686657,0.975113,-0.138456
1100,2023.1677,0.686692,0.973796,-0.136095
1101,2023.1704,0.68742,0.97579,-0.137302
1102,2023.1732,0.686267,0.975822,-0.136002
1103,2023.1759,0.68756,0.977406,-0.146743
1104,2023.1786,0.687413,0.975891,-0.14261
1105,2023.1814,0.687574,0.975721,-0.149537
1106,2023.1841,0.687504,0.974391,-0.148033
1107,2023.1869,0.687456,0.975968,-0.142383
1108,2023.1896,0.683891,0.975154,-0.1409
1109,2023.1923,0.686353,0.973346,-0.142197
1110,2023.1951,0.686062,0.974794,-0.140138
1111,2023.1978,0.685518,0.971082,-0.138892
1112,2023.2005,0.684608,0.975446,-0.136383
1113,2023.2033,0.683876,0.97669,-0.142555
1114,2023.206,0.683928,0.975017,-0.14119
1115,2023.2088,0.684578,0.974609,-0.143574
1116,2023.2115,0.684384,0.974544,-0.143198
1117,2023.2142,0.684053,0.974388,-0.140504
1118,2023.217,0.68294,0.974276,-0.136084
1119,2023.2197,0.682671,0.974375,-0.140978
1120,2023.2225,0.68272,0.974791,-0.137593
1121,2023.2252,0.6831,0.975398,-0.141516
1122,2023.2279,0.681904,0.974911,-0.140803
1123,2023.2307,0.683024,0.976374,-0.144068
1124,2023.2334,0.682602,0.977835,-0.143844
1125,2023.2361,0.682293,0.975329,-0.140222
1126,2023.2389,0.682824,0.972957,-0.142169
1127,2023.2416,0.682359,0.975281,-0.144098
1128,2023.2444,0.682502,0.975824,-0.147813
1129,2023.2471,0.681694,0.977273,-0.146757
1130,2023.2498,0.678872,0.976997,-0.14621
1131,2023.2526,0.678808,0.975433,-0.141927
1132,2023.2553,0.679592,0.974979,-0.146476
1133,2023.258,0.67941,0.977828,-0.14318
1134,2023.2608,0.680666,0.978248,-0.149037
1135,2023.2635,0.681026,0.977929,-0.148955
1136,2023.2663,0.679576,0.977509,-0.138943
1137,2023.269,0.680587,0.977626,-0.144746
1138,2023.2717,0.681466,0.977068,-0.144321
1139,2023.2745,0.6788,0.976857,-0.148555
1140,2023.2772,0.67844,0.977028,-0.145007
1141,2023.2799,0.67721,0.976757,-0.146044
1142,2023.2827,0.678086,0.975871,-0.143274
1143,2023.2854,0.679797,0.977675,-0.144018
1144,2023.2882,0.678082,0.978292,-0.149256
1145,2023.2909,0.676829,0.977985,-0.144671
1146,2023.2936,0.677108,0.975875,-0.145403
1147,2023.2964,0.677769,0.977207,-0.146646
1148,2023.2991,0.679006,0.978415,-0.149336
1149,2023.3018,0.679484,0.978944,-0.153349
1150,2023.3046,0.678279,0.978382,-0.14714
1151,2023.3073,0.680617,0.977829,-0.149717
1152,2023.3101,0.679112,0.976718,-0.144268
1153,2023.3128,0.681582,0.977931,-0.150421
1154,2023.3155,0.680209,0.978014,-0.153207
1155,2023.3183,0.680076,0.97804,-0.15204
1156,2023.321,0.680575,0.978616,-0.148862
1157,2023.3238,0.681184,0.978659,-0.153189
1158,2023.3265,0.679158,0.977681,-0.149916
1159,2023.3292,0.677685,0.978149,-0.145966
1160,2023.332,0.678467,0.978908,-0.149311
1161,2023.3347,0.676912,0.977685,-0.143349
1162,2023.3374,0.677013,0.979193,-0.148044
1163,2023.3402,0.678751,0.978031,-0.14822
1164,2023.3429,0.677201,0.980975,-0.15206
1165,2023.3457,0.676609,0.980141,-0.157137
1166,2023.3484,0.676108,0.981227,-0.150504
1167,2023.3511,0.675925,0.980101,-0.145868
1168,2023.3539,0.675548,0.983373,-0.147016
1169,2023.3566,0.675935,0.980562,-0.155876
1170,2023.3593,0.67633,0.981253,-0.152539
1171,2023.3621,0.674662,0.982714,-0.150883
1172,2023.3676,0.673589,0.978472,-0.154436
1173,2023.3703,0.674397,0.980296,-0.154966
1174,2023.373,0.674565,0.98036,-0.151114
1175,2023.3758,0.675678,0.981236,-0.146041
1176,2023.3785,0.673684,0.982671,-0.155673
1177,2023.3812,0.674306,0.98333,-0.150886
1178,2023.384,0.67239,0.983308,-0.15177
1179,2023.3895,0.67351,0.98166,-0.14908
1180,2023.3922,0.673275,0.983176,-0.150004
1181,2023.3949,0.673351,0.982305,-0.145381
1182,2023.3977,0.674485,0.98281,-0.150024
1183,2023.4004,0.674174,0.982906,-0.144818
1184,2023.4031,0.674109,0.982189,-0.144003
1185,2023.4059,0.675332,0.983225,-0.144566
1186,2023.4086,0.674998,0.985254,-0.151729
1187,2023.4114,0.673867,0.983719,-0.146734
1188,2023.4141,0.676113,0.983431,-0.148057
1189,2023.4168,0.674821,0.982745,-0.147862
