Sample,TOC,Mg,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,W,Hg,Pb,Bi,Th,U,LE,Al,Si,P,S,K,Ca
LCL4A 27-30,2.11,17881.59167,2506.171667,145.8816667,0,514.0366667,33117.27,0,44.34333333,22.76166667,54.96666667,0,0,18.01166667,218.255,6.796666667,47.54833333,8.698333333,0,0,0,0,0,0,0,0,0,2.023333333,0,830523.8283,11343.86667,60522.21667,0,8725.271667,5554.266667,28742.18167
LCL4A 30-33,2.67,10520.40333,2766.648333,619.365,0,495.78,31410.41833,0,46.71666667,22.355,54.14,0,0,17.94166667,205.0233333,7.548333333,47.41166667,9.301666667,0,0,0,0,0,0,0,0,0,2.2,0,857835.1333,9031.546667,48173.625,0,9800.5,4902.348333,24031.59
LCL4A 33-36,1.83,2193.735,1414.468333,39.045,0,319.4216667,22025.41667,0,29.515,16.29166667,143.4716667,0.815,0,13.22,150.4,10.18166667,38.61833333,15.61333333,8.805,16.98166667,12.09,0,0,0,0,0,0,25.88,6.378333333,887195.43,8015.016667,45920.92833,0,13491.23833,3013.3,15883.74167
LCL4B 7-10,0.88,10548.35833,3643.791667,174.2816667,42.395,462.0466667,32238.97333,0,39.52833333,17.87833333,46.605,0,0,23.195,353.9533333,11.44166667,69.53,12.64333333,0,0,0,0,0,0,0,0.91,0,5.393333333,0,842184.2517,11025.83667,56399.17833,0,9375.681667,5274.001667,28050.12
LCL4B 10-13,1.22,17097.09167,2826.736667,87.74,26.58833333,457.6166667,31264.04167,0,39.18166667,20.97666667,47.21666667,0,0,20.02166667,273.035,8.58,54.18666667,9.386666667,0,0,0,0,0,0,0,0,0,0,0,842189.3367,10799.71833,54880.08,0,8998.096667,5182.353333,25718.02
LCL4B 13-16,1.15,16800.59,3093.213333,141.245,35.67333333,472.955,31586.11667,0,37.81833333,19.9,49.855,0,0,24.05333333,350.9783333,10.185,62.995,9.735,0,0,0,0,0,0,0,0,0,0,0,834581.6967,11457.695,56765.81667,0,9966.303333,5481.731667,29051.44333
LCL4B 16-19,2.18,18671.32833,3062.073333,195.6033333,19.25166667,492.7266667,32482.12667,0,43.845,21.47833333,52.58,0,0,23.695,322.8166667,9.296666667,60.65833333,9.311666667,0,0,0,0,0,0,0,1.785,0,0,0,829607.84,11690.86667,57717.55,0,9522.941667,5556.278333,30435.94167
LCL4B 19-22,1.76,18452.30833,2621.79,116.795,10.09666667,496.1066667,32469.45167,0,42.635,21.36833333,52.71166667,0,0,18.69833333,261.8033333,7.46,52.04333333,6.79,0,0,0,0,0,0,0,0,0,0,0,831012.0283,12016.775,59324.465,0,8506.551667,5514.251667,28995.875
LCL4B 22-25,2.24,18632.48167,2442.453333,49.73333333,7.575,505.8616667,33249.78667,0,45.82833333,21.71166667,53.95333333,0,0,18.82666667,222.7183333,6.818333333,46.82833333,8.163333333,0,0,0,0,0,0,0,0,0,0,0,826497.8583,12783.48667,63522.65167,0,7614.495,5682.05,28586.72167
LCL4B 25-28,1.78,12659.12833,19048.80167,22.32,9.513333333,387.42,26901.20333,0,40.79333333,54.94166667,52.51666667,0,0,15.96833333,203.5183333,8.306666667,44.74833333,13.28333333,5.613333333,9.316666667,0,0,0,0,0,2.498333333,0,12.41666667,4.531666667,838186.3483,11196.60333,56222.33667,0,9909.061667,4027.998333,20960.81833
0.5,9.2417,0,0,0,0,62.78333333,2891.515,0,2.77,0,9.396666667,2.316666667,0,6.036666667,16.36333333,12.02333333,32.74,32.98,29.20833333,44.22,14.345,0,0,0,0,2.008333333,0,58.99166667,8.803333333,890405.3933,8535.846667,94114.00167,0,1765.905,386.9516667,1565.388333
1.5,7.7015,0,341.152,0,0,172.194,5775.808,0,0,2.464,24.562,0,0,13.902,33.742,16.654,73.376,44.594,26.812,28.472,7.214,0,0,0,0,8.166,0,51.968,8.812,876933.84,9599.866,102292.648,0,1833.146,791.222,1919.382
2.5,7.8504,0,289.434,0,0,182.09,6380.248,0,0,0,29.038,0,0,15.52,35.344,17.054,86.906,47.734,25.394,39.456,6.69,0,0,0,0,6.302,0,50.11,8.422,874244.166,9778.052,104049.582,0,1875.764,835.23,1997.464
3.5,6.7175,0,203.778,0,0,135.484,5809.462,0,0,0,23.992,0,0,17.35,41.324,17.874,97.5,49.218,20.456,33.346,5.106,0,0,0,0,6.8,0,46.254,7.278,886218.938,9055.674,93975.356,0,1662.548,823.57,1748.69
4.5,3.7743,0,0,0,0,103.23,6312.042,0,0,0,22.926,0,0,19.594,51.316,12.814,115.248,35.32,0,26.554,31.51,0,0,0,0,3.286,0,1.56,0,937363.746,5674.974,46183.098,0,926.386,1453.25,1663.134
5.5,5.6057,2012.554,79.92,0,0,151.978,7588.512,0,0,0,25.408,0,0,20.208,43.944,13.012,111.818,38.194,0,25.006,25.77,0,0,0,0,3.59,0,0,0,937012.334,5347.704,43240.284,0,826.286,1666.386,1767.092
6.5,5.1824,0,332.812,0,0,155.976,7664.6,0,0,0,27.462,0,0,22.946,49.172,11.932,128.094,34.294,0,22.878,24.9,0,0,0,0,4.56,0,0,0,936444.734,5268.842,45235.278,0,862.34,1922.078,1787.1
7.5,5.3033,0,145.226,0,0,144.694,7042.228,0,0,0,24.878,0,0,20.576,49.036,12.014,103.524,32.502,0,24.188,25.24,0,0,0,0,3.986,0,0,0,938221.16,5592.172,44101.372,0,840.364,1741.318,1875.53
8.5,5.031,0,30.324,0,0,116.21,6343.85,0,0,0,21.354,0,0,18.162,41.488,11.512,98.494,34.62,0,24.174,26.986,0,0,0,0,2.822,0,0,0,939081.126,5252.502,44640.924,0,885.282,1608.844,1761.328
9.5,6.1404,1724.098,110.672,0,0,146.574,7074.88,0,0,0,25.524,0,0,18.61,42.364,10.988,103.414,33.876,0,24.554,29.836,0,6.756,0,0,2.25,0,0,0,936770.508,5569.56,43857.102,0,808.168,1860.118,1780.15
10.5,7.7145,0,0,0,0,81.554,4021.458,0,0,0,12.17,0,0,10.034,28.53,9.216,63.1,18.978,0,26.628,27.75,0,10.642,0,0,0.672,0,4.488,0,942631.722,5160.544,44413.812,0,915.004,1045.16,1518.538
11.5,6.9841,1694.938,0,0,0,39.486,3398.01,0,0,0,12.592,0,0,8.364,25.978,9.362,63.32,22.588,0,27.372,30.982,0,0,0,0,0,0,3.704,0,946074.174,4597.614,41051.246,0,836.774,817.916,1285.586
12.5,5.9767,0,0,0,0,124.476,4787.486,0,0,0,18.79,0,0,12.052,34.012,10.56,83.442,23.634,0,26.648,26.334,0,0,0,0,0,0,0,0.73,945824.366,4771.022,41141.164,0,825.834,912.178,1377.282
13.5,5.6669,2078.986,0,0,0,111.658,6847.422,0,0,0,24.234,0,0,17.776,46.704,11.438,120.82,29.578,0,26.042,24.874,0,6.788,0,0,2.662,0,0,0,937792.344,5099.208,43958.714,0,863.29,1317.536,1619.934
14.5,7.2363,0,0,0,0,87.382,5737.248,0,0,0,17.74,0,0,11.06,31.872,9.476,84.1,20.918,0,27.294,28.948,0,0,0,0,0.558,0,1.432,0,941613.888,5014.378,43955.998,0,844.054,1027.416,1486.248
15.5,6.0969,0,0,0,0,49.358,4162.642,0,0,0,14.192,0,0,9.04,28.572,9.43,66.044,19.6,0,28.71,30.464,0,0,0,0,0,0,0,0,948510.076,4577.018,39577.328,0,781.232,834.75,1301.542
16.5,6.6047,0,0,0,0,52.222,4443.528,0,0,0,17.318,0,0,9.766,30.188,10.726,89.458,22.098,0,27.424,26.088,0,0,0,0,0,0,2.968,0,948464.308,4232.826,39595.448,0,779.37,856.802,1339.464
17.5,7.1248,0,0,0,0,45.606,3885.99,0,0,0,12.338,0,0,9.408,28.838,9.51,84.004,17.846,0,27.112,29.866,0,0,0,0,1.274,0,0,0,949280.104,4442.484,39287.562,0,798.646,785.02,1254.394
18.5,6.1259,0,0,0,0,61.992,4493.37,0,0,0,16.248,0,0,10.61,31.176,9.866,92.596,18.868,0,27.338,28.618,0,0,0,0,0,0,1.492,0,946610.242,4602.42,40910.83,0,837.874,878.782,1367.688
19.5,5.8695,0,0,0,0,74.324,4982.006,0,0,0,19.968,0,0,17.142,37.146,10.962,91.324,26.456,0,26.724,30.156,0,0,0,0,1.378,0,0,0,942949.222,4731.448,43728.35,0,835.988,974.712,1462.702
20.5,8.4321,0,0,0,0,94.338,5670.006,0,0,0,19.854,0,0,13.88,38.97,10.65,100.204,25.964,0,25.572,31.408,0,0,0,0,1.208,0,0,0,944596.134,4599.232,41260.694,0,802.206,1137.344,1572.338
21.5,6.2171,0,0,0,0,60.062,4463.578,0,0,0,15.674,0,0,11.474,32.892,9.61,74.428,26.19,0,30.344,29.062,0,0,0,0,1.232,0,0,0,947633.242,4622.954,40184.486,0,765.712,787.36,1251.7
22.5,4.6521,0,0,0,0,56.512,4058.77,0,0,0,16.522,0,0,10.7,33.806,10.228,79.994,21.838,0,28.61,29.996,0,0,0,0,0.694,0,0,0,947903.452,4777.984,40097.24,0,792.764,795.758,1285.128
23.5,7.2652,0,0,0,0,62.028,4660.528,0,0,0,19.752,0,0,12.928,38.476,9.846,76.322,22.128,0,26.582,29.99,0,0,0,0,1.35,0,1.428,0,949051.386,4637.408,38555.06,0,795.492,744.988,1254.31
24.5,6.4054,0,0,0,0,50.486,4010.642,0,0,0,16.878,0,0,9.952,28.984,9.866,74.666,17.134,0,28.656,27.868,0,0,0,0,0.582,0,1.548,0,948905.126,4641.402,39337.692,0,799.068,773.374,1266.08
25.5,7.095,0,0,0,0,53.686,4556.724,0,0,0,17.876,0,0,10.498,32.176,9.408,75.184,18.776,0,27.072,32.372,0,5.49,0,0,0.57,0,0,0,947459.954,4718.294,40099.16,0,795.978,803.588,1283.196
26.5,8.5212,0,0,0,0,56.838,4034.344,0,0,0,15.912,0,0,11.79,31.364,9.364,71.14,19.446,0,23.042,23.754,0,6.042,0,0,0.638,0,0,0,945841.72,4728.03,42121.082,0,827.476,868.444,1309.574
27.5,4.9217,0,0,0,0,60.142,4058.952,0,0,0,18.468,0,0,10.184,28.198,10.28,65.928,19.648,0,29.87,31.178,0,6.224,0,0,1.284,0,1.574,0,945027.564,5011.366,42488.358,0,844.736,905.862,1380.188
28.5,4.5213,0,0,0,0,79.334,4937.572,0,0,0,18.102,0,0,13.71,41.61,11.986,103.508,28.144,0,29.238,31.006,0,0,0,0,1.206,0,1.618,0,942812.858,5153.894,43300.758,0,823.406,1076.824,1535.222
29.5,6.278,0,0,0,0,56.998,4137.084,0,0,0,19.666,0,0,11.466,36.63,10.332,82.63,22.234,0,25.68,28.282,0,0,0,0,1.826,0,0,0,947753.434,4804.848,39856.798,0,813.434,910.546,1428.106
30.5,5.5007,0,0,0,0,84.492,4914.816,0,0,0,22.522,0,0,16.898,59.046,11.352,96.6,25.022,0,25.384,26.046,0,0,0,0,2.042,0,0,0,942709.874,5135.302,43196.514,0,914.424,1089.03,1670.634
31.5,4.7129,0,0,0,0,72.136,4699.446,0,0,0,17.97,0,0,13.786,47.852,10.348,83.526,27.114,0,26.726,28.094,0,0,0,0,1.26,0,0,0,946328.05,4808.33,40567,0,823.278,989.382,1455.706
32.5,6.0754,0,0,0,0,64.61,4576.564,0,0,0,16.9,0,0,16.91,57.002,10.752,85.562,22.188,0,23.526,27.522,0,0,0,0,1.65,0,0,0,944449.468,4751.074,42798.844,0,816.9,893.272,1387.26
33.5,6.9281,2071.72,0,0,0,59.71,4277.778,0,0,0,17.53,0,0,12.176,37.736,10.478,82.896,21.984,0,31.076,31.276,0,0,0,0,1.23,0,0,0,947800.506,4589.55,38164.444,0,760.702,767.694,1261.508
34.5,6.3015,2018.58,0,0,0,50.142,4058.89,0,0,0,15.5,0,0,11.862,36.438,11.014,88.098,23.156,0,26.816,28.404,0,0,0,0,0.588,0,0,0,949506.002,4398.914,37308.94,0,746.374,609.22,1061.054
35.5,6.4549,0,0,0,0,43.762,3709.072,0,0,0,15.484,0,0,11.876,40.082,9.464,80.212,19.546,0,26.83,29.11,0,0,0,0,0,0,0,0,951282.474,4558.712,37741.218,0,782.814,555.686,1093.664
36.5,5.6431,0,0,0,0,58.884,4440.292,0,0,0,18.416,0,0,11.796,37.604,10.016,87.79,23.518,0,26.448,30.018,0,0,0,0,0.758,0,0,0,949616.162,4360.738,38476.826,0,760.522,784.762,1255.444
37.5,6.6369,1854.616,0,0,0,68.414,4413.764,0,0,0,18.712,0,0,11.502,34.912,11.354,78.8,19.498,0,25.732,25.824,0,0,0,0,1.304,0,1.634,0,946561.58,4559.074,39308.09,0,796.044,847.526,1361.622
38.5,6.6963,1889.078,0,0,0,74.276,5247.246,0,0,0,19.982,0,0,14.434,42.398,10.614,94.704,23.082,0,25.682,33.038,0,0,0,0,1.408,0,0,0,944729.692,4675.526,39873.306,0,792.472,976.852,1476.212
39.5,6.4032,0,0,0,0,95.75,5716.028,0,0,0,22.342,0,0,16.182,56.564,12.576,112.542,33.872,0,24.062,29.07,0,0,0,0,1.316,0,0,0,945442.384,4908.272,40306.106,0,785.866,945.056,1492.01
40.5,6.7443,1745.644,29.646,0,0,130.46,7456.558,0,0,0,29.472,0,0,22.748,50.378,12.998,134.672,33.65,0,25.808,26.174,0,0,0,0,3.082,0,0,0,942428.944,4789.188,39878.14,0,796.66,918.112,1487.664
41.5,5.8286,0,0,0,0,69.19,5088.906,0,0,0,19.298,0,0,13.706,42.43,10.942,85.758,20.642,0,24.058,33.74,0,0,0,0,1.44,0,0,0,948328.982,4833.674,38658.71,0,793.942,712.902,1261.68
42.5,4.2115,0,146.766,0,0,122.494,7791.934,0,0,0,25.08,0,0,20.144,68.612,13.376,125.02,26.332,0,24.088,29.25,0,0,0,0,5.51,0,0,0,942505.526,4817.054,40828.522,0,811.308,1017.924,1621.06
43.5,8.4164,0,0,0,0,88.734,5898.522,0,0,0,27.094,0,0,17.97,59.02,13.014,113.888,25.72,0,24.468,26.24,0,0,0,0,3.348,1.164,0,0,947523.158,4696.362,38564.752,0,803.566,791.486,1321.498
44.5,6.5945,4037.08,0,0,0,50.706,3861.13,0,0,0,21.204,0,0,12.322,35.514,10.316,77.868,20.622,0,28.43,32.892,0,0,0,0,1.564,0,1.956,0,946851.248,4517.8,37881.822,0,751.374,657.63,1148.514
45.5,5.0013,0,0,0,0,81.556,5230.312,0,0,0,23.858,0,0,14.582,44.576,10.372,85.586,19.79,0,25.974,29.712,0,0,0,0,2.062,0,0,0.758,941331.132,5079.1,44400.154,0,830.448,1158.488,1631.544
46.5,6.0585,1973.816,34.962,0,0,102.008,6061.148,0,0,0,26.508,0,0,17.212,51.02,10.614,109.036,27.26,0,25.628,28.48,0,0,0,0,2.332,0,0,0,937336.1,4779.464,45646.73,0,888.66,1169.4,1709.628
47.5,4.7956,0,0,0,0,77.168,5216.834,0,0,0,23.656,0,0,16.222,59.022,12.53,118.128,19.792,0,23.786,20.74,0,0,0,0,2.43,0,1.664,0,944005.772,4864.152,41995.794,0,831.296,1056.71,1654.3
48.5,2.963,0,76.894,0,0,82.354,5161.322,0,0,0,20.636,0,0,17.042,66.21,10.966,112.034,18.372,0,29.142,27.96,0,0,0,0,1.412,0,1.506,0.84,942500.984,4828.306,43024.008,0,824.17,1298.384,1897.454
49.5,3.426,0,272.672,0,0,106.382,6523.912,0,0,0,22.636,0,0,21.044,86.772,12.592,137.576,29.226,0,23.472,27.862,0,0,0,0,4.14,0,0,0,938775.274,5120.394,44453.368,0,874.248,1421.116,2087.314
50.5,4.1474,0,350.566,0,0,126.518,7191.798,0,0,0,24.44,0,0,24.218,107.432,13.332,156.054,20.03,0,19.1,22.458,0,0,0,0,4.776,0,0,0,937811.42,5425.186,44404.916,0,864.334,1343.11,2090.302
51.5,3.7069,0,381.656,0,0,114.924,7129.64,0,0,0,25.466,0,0,22.41,96.3,12.01,158.796,21.704,0,22.434,25.272,0,0,0,0,3.754,1.004,0,0,932513.538,5746.16,48734.122,0,897.09,1716.992,2376.716
52.5,2.0293,0,347.116,0,0,110.616,7377.394,0,0,0,25.162,0,0,23.178,93.07,10.754,125.846,17.968,0,17.354,22.578,0,0,0,0,5.256,0,0,0,933143.326,5475.664,48279.282,0,937.216,1672.44,2315.78
